nivel_territorial_cod,nivel_territorial_nome,unidade_medida_cod,unidade_medida_nome,valor,geo_cod,geo_nome,variavel_cod,variavel_nome,setor_cod,setor_nome,periodo_trimestral
1,Brasil,1550,Milhões de Reais,45920.39,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90691,Indústria - total,2002Q4
1,Brasil,1550,Milhões de Reais,1567.05,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90692,Indústrias extrativas,2002Q4
1,Brasil,1550,Milhões de Reais,27553.71,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90693,Indústrias de transformação,2002Q4
1,Brasil,1550,Milhões de Reais,4291.27,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90695,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos",2002Q4
1,Brasil,1550,Milhões de Reais,12337.56,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90694,Construção,2002Q4
1,Brasil,1550,Milhões de Reais,122826.93,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90696,Serviços - total,2002Q4
1,Brasil,1550,Milhões de Reais,14636.92,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90697,Comércio,2002Q4
1,Brasil,1550,Milhões de Reais,6183.3,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90698,"Transporte, armazenagem e correio",2002Q4
1,Brasil,1550,Milhões de Reais,6823.91,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90699,Informação e comunicação,2002Q4
1,Brasil,1550,Milhões de Reais,17984.0,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90700,"Atividades financeiras, de seguros e serviços relacionados",2002Q4
1,Brasil,1550,Milhões de Reais,18920.06,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90702,Atividades imobiliárias,2002Q4
1,Brasil,1550,Milhões de Reais,26438.98,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90701,Outras atividades de serviços,2002Q4
1,Brasil,1550,Milhões de Reais,30805.53,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90703,"Administração, saúde e educação públicas e seguridade social",2002Q4
1,Brasil,1550,Milhões de Reais,180742.34,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90705,Valor adicionado a preços básicos,2002Q4
1,Brasil,1550,Milhões de Reais,208099.86,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90707,PIB a preços de mercado,2002Q4
1,Brasil,1550,Milhões de Reais,125831.79,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93404,Despesa de consumo das famílias,2002Q4
1,Brasil,1550,Milhões de Reais,40997.82,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93405,Despesa de consumo da administração pública,2002Q4
1,Brasil,1550,Milhões de Reais,38448.96,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93406,Formação bruta de capital fixo,2002Q4
1,Brasil,1550,Milhões de Reais,23455.52,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93407,Exportação de bens e serviços,2002Q4
1,Brasil,1550,Milhões de Reais,16252.65,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93408,Importação de bens e serviços (-),2002Q4
1,Brasil,1550,Milhões de Reais,12920.75,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90687,Agropecuária - total,2003Q1
1,Brasil,1550,Milhões de Reais,43557.06,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90691,Indústria - total,2003Q1
1,Brasil,1550,Milhões de Reais,1543.08,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90692,Indústrias extrativas,2003Q1
1,Brasil,1550,Milhões de Reais,25664.94,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90693,Indústrias de transformação,2003Q1
1,Brasil,1550,Milhões de Reais,4335.28,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90695,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos",2003Q1
1,Brasil,1550,Milhões de Reais,11412.32,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90694,Construção,2003Q1
1,Brasil,1550,Milhões de Reais,122494.39,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90696,Serviços - total,2003Q1
1,Brasil,1550,Milhões de Reais,14560.56,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90697,Comércio,2003Q1
1,Brasil,1550,Milhões de Reais,5823.64,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90698,"Transporte, armazenagem e correio",2003Q1
1,Brasil,1550,Milhões de Reais,6788.82,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90699,Informação e comunicação,2003Q1
1,Brasil,1550,Milhões de Reais,17221.56,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90700,"Atividades financeiras, de seguros e serviços relacionados",2003Q1
1,Brasil,1550,Milhões de Reais,19346.61,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90702,Atividades imobiliárias,2003Q1
1,Brasil,1550,Milhões de Reais,26583.43,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90701,Outras atividades de serviços,2003Q1
1,Brasil,1550,Milhões de Reais,30909.94,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90703,"Administração, saúde e educação públicas e seguridade social",2003Q1
1,Brasil,1550,Milhões de Reais,179736.3,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90705,Valor adicionado a preços básicos,2003Q1
1,Brasil,1550,Milhões de Reais,207420.16,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90707,PIB a preços de mercado,2003Q1
1,Brasil,1550,Milhões de Reais,126386.22,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93404,Despesa de consumo das famílias,2003Q1
1,Brasil,1550,Milhões de Reais,40661.23,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93405,Despesa de consumo da administração pública,2003Q1
1,Brasil,1550,Milhões de Reais,37384.43,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93406,Formação bruta de capital fixo,2003Q1
1,Brasil,1550,Milhões de Reais,22833.15,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93407,Exportação de bens e serviços,2003Q1
1,Brasil,1550,Milhões de Reais,16672.76,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93408,Importação de bens e serviços (-),2003Q1
1,Brasil,1550,Milhões de Reais,12915.59,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90687,Agropecuária - total,2003Q2
1,Brasil,1550,Milhões de Reais,43855.33,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90691,Indústria - total,2003Q2
1,Brasil,1550,Milhões de Reais,1558.88,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90692,Indústrias extrativas,2003Q2
1,Brasil,1550,Milhões de Reais,27146.73,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90693,Indústrias de transformação,2003Q2
1,Brasil,1550,Milhões de Reais,4222.73,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90695,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos",2003Q2
1,Brasil,1550,Milhões de Reais,10553.73,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90694,Construção,2003Q2
1,Brasil,1550,Milhões de Reais,121667.73,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90696,Serviços - total,2003Q2
1,Brasil,1550,Milhões de Reais,14456.77,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90697,Comércio,2003Q2
1,Brasil,1550,Milhões de Reais,5996.42,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90698,"Transporte, armazenagem e correio",2003Q2
1,Brasil,1550,Milhões de Reais,6821.19,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90699,Informação e comunicação,2003Q2
1,Brasil,1550,Milhões de Reais,16752.75,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90700,"Atividades financeiras, de seguros e serviços relacionados",2003Q2
1,Brasil,1550,Milhões de Reais,19259.53,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90702,Atividades imobiliárias,2003Q2
1,Brasil,1550,Milhões de Reais,25916.49,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90701,Outras atividades de serviços,2003Q2
1,Brasil,1550,Milhões de Reais,31386.19,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90703,"Administração, saúde e educação públicas e seguridade social",2003Q2
1,Brasil,1550,Milhões de Reais,178559.97,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90705,Valor adicionado a preços básicos,2003Q2
1,Brasil,1550,Milhões de Reais,205691.21,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90707,PIB a preços de mercado,2003Q2
1,Brasil,1550,Milhões de Reais,125218.12,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93404,Despesa de consumo das famílias,2003Q2
1,Brasil,1550,Milhões de Reais,41063.1,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93405,Despesa de consumo da administração pública,2003Q2
1,Brasil,1550,Milhões de Reais,34764.26,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93406,Formação bruta de capital fixo,2003Q2
1,Brasil,1550,Milhões de Reais,23515.41,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93407,Exportação de bens e serviços,2003Q2
1,Brasil,1550,Milhões de Reais,16506.97,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93408,Importação de bens e serviços (-),2003Q2
1,Brasil,1550,Milhões de Reais,12543.51,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90687,Agropecuária - total,2003Q3
1,Brasil,1550,Milhões de Reais,45373.42,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90691,Indústria - total,2003Q3
1,Brasil,1550,Milhões de Reais,1605.46,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90692,Indústrias extrativas,2003Q3
1,Brasil,1550,Milhões de Reais,28642.39,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90693,Indústrias de transformação,2003Q3
1,Brasil,1550,Milhões de Reais,4327.92,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90695,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos",2003Q3
1,Brasil,1550,Milhões de Reais,10506.01,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90694,Construção,2003Q3
1,Brasil,1550,Milhões de Reais,122795.9,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90696,Serviços - total,2003Q3
1,Brasil,1550,Milhões de Reais,14430.35,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90697,Comércio,2003Q3
1,Brasil,1550,Milhões de Reais,6166.33,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90698,"Transporte, armazenagem e correio",2003Q3
1,Brasil,1550,Milhões de Reais,6813.72,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90699,Informação e comunicação,2003Q3
1,Brasil,1550,Milhões de Reais,17385.4,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90700,"Atividades financeiras, de seguros e serviços relacionados",2003Q3
1,Brasil,1550,Milhões de Reais,19075.92,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90702,Atividades imobiliárias,2003Q3
1,Brasil,1550,Milhões de Reais,26123.39,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90701,Outras atividades de serviços,2003Q3
1,Brasil,1550,Milhões de Reais,31699.64,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90703,"Administração, saúde e educação públicas e seguridade social",2003Q3
1,Brasil,1550,Milhões de Reais,180519.3,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90705,Valor adicionado a preços básicos,2003Q3
1,Brasil,1550,Milhões de Reais,207427.82,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90707,PIB a preços de mercado,2003Q3
1,Brasil,1550,Milhões de Reais,125483.64,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93404,Despesa de consumo das famílias,2003Q3
1,Brasil,1550,Milhões de Reais,41873.77,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93405,Despesa de consumo da administração pública,2003Q3
1,Brasil,1550,Milhões de Reais,34966.36,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93406,Formação bruta de capital fixo,2003Q3
1,Brasil,1550,Milhões de Reais,23805.69,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93407,Exportação de bens e serviços,2003Q3
1,Brasil,1550,Milhões de Reais,16383.21,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93408,Importação de bens e serviços (-),2003Q3
1,Brasil,1550,Milhões de Reais,12760.28,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90687,Agropecuária - total,2003Q4
1,Brasil,1550,Milhões de Reais,45910.49,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90691,Indústria - total,2003Q4
1,Brasil,1550,Milhões de Reais,1800.26,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90692,Indústrias extrativas,2003Q4
1,Brasil,1550,Milhões de Reais,28171.11,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90693,Indústrias de transformação,2003Q4
1,Brasil,1550,Milhões de Reais,4370.98,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90695,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos",2003Q4
1,Brasil,1550,Milhões de Reais,11081.23,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90694,Construção,2003Q4
1,Brasil,1550,Milhões de Reais,124024.67,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90696,Serviços - total,2003Q4
1,Brasil,1550,Milhões de Reais,15070.39,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90697,Comércio,2003Q4
1,Brasil,1550,Milhões de Reais,6266.06,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90698,"Transporte, armazenagem e correio",2003Q4
1,Brasil,1550,Milhões de Reais,6787.73,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90699,Informação e comunicação,2003Q4
1,Brasil,1550,Milhões de Reais,17707.71,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90700,"Atividades financeiras, de seguros e serviços relacionados",2003Q4
1,Brasil,1550,Milhões de Reais,19120.96,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90702,Atividades imobiliárias,2003Q4
1,Brasil,1550,Milhões de Reais,25960.8,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90701,Outras atividades de serviços,2003Q4
1,Brasil,1550,Milhões de Reais,32102.81,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90703,"Administração, saúde e educação públicas e seguridade social",2003Q4
1,Brasil,1550,Milhões de Reais,181931.45,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90705,Valor adicionado a preços básicos,2003Q4
1,Brasil,1550,Milhões de Reais,209570.46,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90707,PIB a preços de mercado,2003Q4
1,Brasil,1550,Milhões de Reais,126550.55,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93404,Despesa de consumo das famílias,2003Q4
1,Brasil,1550,Milhões de Reais,42961.76,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93405,Despesa de consumo da administração pública,2003Q4
1,Brasil,1550,Milhões de Reais,36499.85,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93406,Formação bruta de capital fixo,2003Q4
1,Brasil,1550,Milhões de Reais,24614.27,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93407,Exportação de bens e serviços,2003Q4
1,Brasil,1550,Milhões de Reais,18060.51,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93408,Importação de bens e serviços (-),2003Q4
1,Brasil,1550,Milhões de Reais,12911.29,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90687,Agropecuária - total,2004Q1
1,Brasil,1550,Milhões de Reais,46694.63,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90691,Indústria - total,2004Q1
1,Brasil,1550,Milhões de Reais,1579.02,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90692,Indústrias extrativas,2004Q1
1,Brasil,1550,Milhões de Reais,29027.71,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90693,Indústrias de transformação,2004Q1
1,Brasil,1550,Milhões de Reais,4367.17,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90695,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos",2004Q1
1,Brasil,1550,Milhões de Reais,11509.05,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90694,Construção,2004Q1
1,Brasil,1550,Milhões de Reais,124969.04,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90696,Serviços - total,2004Q1
1,Brasil,1550,Milhões de Reais,15657.79,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90697,Comércio,2004Q1
1,Brasil,1550,Milhões de Reais,6330.44,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90698,"Transporte, armazenagem e correio",2004Q1
1,Brasil,1550,Milhões de Reais,6875.24,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90699,Informação e comunicação,2004Q1
1,Brasil,1550,Milhões de Reais,17344.47,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90700,"Atividades financeiras, de seguros e serviços relacionados",2004Q1
1,Brasil,1550,Milhões de Reais,19503.47,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90702,Atividades imobiliárias,2004Q1
1,Brasil,1550,Milhões de Reais,25937.81,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90701,Outras atividades de serviços,2004Q1
1,Brasil,1550,Milhões de Reais,32826.18,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90703,"Administração, saúde e educação públicas e seguridade social",2004Q1
1,Brasil,1550,Milhões de Reais,184617.6,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90705,Valor adicionado a preços básicos,2004Q1
1,Brasil,1550,Milhões de Reais,212685.29,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90707,PIB a preços de mercado,2004Q1
1,Brasil,1550,Milhões de Reais,127474.0,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93404,Despesa de consumo das famílias,2004Q1
1,Brasil,1550,Milhões de Reais,42163.08,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93405,Despesa de consumo da administração pública,2004Q1
1,Brasil,1550,Milhões de Reais,37796.85,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93406,Formação bruta de capital fixo,2004Q1
1,Brasil,1550,Milhões de Reais,25871.17,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93407,Exportação de bens e serviços,2004Q1
1,Brasil,1550,Milhões de Reais,17902.94,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93408,Importação de bens e serviços (-),2004Q1
1,Brasil,1550,Milhões de Reais,13134.34,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90687,Agropecuária - total,2004Q2
1,Brasil,1550,Milhões de Reais,47789.25,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90691,Indústria - total,2004Q2
1,Brasil,1550,Milhões de Reais,1612.37,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90692,Indústrias extrativas,2004Q2
1,Brasil,1550,Milhões de Reais,29332.63,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90693,Indústrias de transformação,2004Q2
1,Brasil,1550,Milhões de Reais,4614.22,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90695,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos",2004Q2
1,Brasil,1550,Milhões de Reais,11972.21,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90694,Construção,2004Q2
1,Brasil,1550,Milhões de Reais,128236.32,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90696,Serviços - total,2004Q2
1,Brasil,1550,Milhões de Reais,15834.08,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90697,Comércio,2004Q2
1,Brasil,1550,Milhões de Reais,6358.46,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90698,"Transporte, armazenagem e correio",2004Q2
1,Brasil,1550,Milhões de Reais,7003.84,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90699,Informação e comunicação,2004Q2
1,Brasil,1550,Milhões de Reais,18610.44,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90700,"Atividades financeiras, de seguros e serviços relacionados",2004Q2
1,Brasil,1550,Milhões de Reais,20053.45,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90702,Atividades imobiliárias,2004Q2
1,Brasil,1550,Milhões de Reais,26908.07,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90701,Outras atividades de serviços,2004Q2
1,Brasil,1550,Milhões de Reais,32340.01,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90703,"Administração, saúde e educação públicas e seguridade social",2004Q2
1,Brasil,1550,Milhões de Reais,189521.12,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90705,Valor adicionado a preços básicos,2004Q2
1,Brasil,1550,Milhões de Reais,218409.43,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90707,PIB a preços de mercado,2004Q2
1,Brasil,1550,Milhões de Reais,129127.03,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93404,Despesa de consumo das famílias,2004Q2
1,Brasil,1550,Milhões de Reais,43695.2,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93405,Despesa de consumo da administração pública,2004Q2
1,Brasil,1550,Milhões de Reais,39034.98,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93406,Formação bruta de capital fixo,2004Q2
1,Brasil,1550,Milhões de Reais,26684.51,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93407,Exportação de bens e serviços,2004Q2
1,Brasil,1550,Milhões de Reais,18584.12,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93408,Importação de bens e serviços (-),2004Q2
1,Brasil,1550,Milhões de Reais,13133.36,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90687,Agropecuária - total,2004Q3
1,Brasil,1550,Milhões de Reais,49521.8,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90691,Indústria - total,2004Q3
1,Brasil,1550,Milhões de Reais,1634.51,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90692,Indústrias extrativas,2004Q3
1,Brasil,1550,Milhões de Reais,30550.19,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90693,Indústrias de transformação,2004Q3
1,Brasil,1550,Milhões de Reais,4626.14,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90695,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos",2004Q3
1,Brasil,1550,Milhões de Reais,12512.61,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90694,Construção,2004Q3
1,Brasil,1550,Milhões de Reais,129339.24,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90696,Serviços - total,2004Q3
1,Brasil,1550,Milhões de Reais,16209.53,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90697,Comércio,2004Q3
1,Brasil,1550,Milhões de Reais,6382.36,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90698,"Transporte, armazenagem e correio",2004Q3
1,Brasil,1550,Milhões de Reais,7162.39,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90699,Informação e comunicação,2004Q3
1,Brasil,1550,Milhões de Reais,17431.64,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90700,"Atividades financeiras, de seguros e serviços relacionados",2004Q3
1,Brasil,1550,Milhões de Reais,20682.72,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90702,Atividades imobiliárias,2004Q3
1,Brasil,1550,Milhões de Reais,27254.99,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90701,Outras atividades de serviços,2004Q3
1,Brasil,1550,Milhões de Reais,32728.67,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90703,"Administração, saúde e educação públicas e seguridade social",2004Q3
1,Brasil,1550,Milhões de Reais,191826.36,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90705,Valor adicionado a preços básicos,2004Q3
1,Brasil,1550,Milhões de Reais,221137.22,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90707,PIB a preços de mercado,2004Q3
1,Brasil,1550,Milhões de Reais,131664.82,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93404,Despesa de consumo das famílias,2004Q3
1,Brasil,1550,Milhões de Reais,43671.61,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93405,Despesa de consumo da administração pública,2004Q3
1,Brasil,1550,Milhões de Reais,39772.05,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93406,Formação bruta de capital fixo,2004Q3
1,Brasil,1550,Milhões de Reais,27183.92,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93407,Exportação de bens e serviços,2004Q3
1,Brasil,1550,Milhões de Reais,18520.33,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,93408,Importação de bens e serviços (-),2004Q3
1,Brasil,1550,Milhões de Reais,12979.04,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90687,Agropecuária - total,2004Q4
1,Brasil,1550,Milhões de Reais,49444.61,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90691,Indústria - total,2004Q4
1,Brasil,1550,Milhões de Reais,1660.2,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90692,Indústrias extrativas,2004Q4
1,Brasil,1550,Milhões de Reais,30718.17,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90693,Indústrias de transformação,2004Q4
1,Brasil,1550,Milhões de Reais,4685.96,1,Brasil,9319,Valores encadeados a preços de 1995 com ajuste sazonal,90695,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos",2004Q4
